keywords,year,_medizin,_personen,_tiere,_objekte,_ethngrp,_messungen,_geo,_pflanzen,_gestminer,_zitate,_einheiten,_lawihw,_zeichnungen,id,_text
"Tiere, weißen Hirsche, Geographische Angaben, Ignacio, Cañas, Landwirtschaft und Handwerk, Ethnien/Gruppen, Negerjungen, Garten, welcher ihm Mais, Bohnen   Kürbis, Caraya, Anastasio, Quellen des Cañas, Charuas, Personen, Urubú preto",1823,,"Ignacio, Anastasio","Caraya, weißen Hirsche, Urubú preto",,"Negerjungen, Charuas",,"Cañas, Quellen des Cañas",,,,,"Garten, welcher ihm Mais, Bohnen   Kürbis",,ZM_S_I_Sellow_Exk_25_2_r__2619,"auf einer flachen Höhe[,] von der man ein beträcht[liches] Stück der Gegend übersehen kann. Man wählt gern hohe Punkte zu den Estancias[,] von wo aus das Auge des Herrn einen beträchtlichen Theil seiner Ländereien überblicken kann. Im Thal des Cañas befand sich der Garten[,] welcher ihm Mais[,] Bohnen Kürbis von vorzüglicher Art im Überfluß geliefert hatte. Gegen 4 Uhr machte ich mich auf den Rückweg und S[enho]r Anast[asi]o sandte mir einen Negerjungen nach mit Fleisch Kürbis für meine Leute. Die weißen Hirsche scheinen gegen Abend weniger schüchtern. Ich konnte mich ihnen oft auf 50 Schritte nähern[,] ehe sie davon setzten. Die Männchen besonders sind dreist[.] Sie rennen nie eher ins Weite[,] als bis sie den Ankommenden eine Zeit lang[,] oft mehrere Minuten[,] starr betrachten[.] Dann ist es[,] als führe ihnen ein Schreck durch die Glieder und plötzlich setzen sie, indem sie oft einen schnaufenden Laut äußern, in weiten Sprüngen davon. Andere Thiere, außer dann und wann einen Caraya oder einen Urubú preto , sieht man hier selten. An Vögeln überhaupt ist die Gegend sehr arm. Am nächsten Morgen bald nach Sonnenaufgang fand sich S[enho]r Ignacio unserer Abrede gemäß bei den Karren ein[,] um die Charuas mit mir zu besuchen, welche gegenwärtig an den Quellen des Cañas hausen sollten. Bald darauf kam auch ein"
"Geographische Angaben, Cañas, Ethnien/Gruppen, Caiapi , Anastasio, El Toldo grande del Senhor Colonel, Charuas, Personen",1823,,"Caiapi , Anastasio",,,Charuas,,"Cañas, El Toldo grande del Senhor Colonel",,,,,,,ZM_S_I_Sellow_Exk_25_2_v__2620,"ein Nachbar des S[enho]r Anastasio[,] den er zu diesem Ritt eingeladen hatte. Wir ritten querfeldein nach den Ufern des Cañas zu einer Pulperia[,] welche 1 L[egoa] oberhalb des Passo, durch den wir am vorigen Tage gekommen waren, liegt. Hier erzählte man uns[,] daß die Charuas in der That sich in der Nähe befänden und noch gestern hier umhergestreift wären. Man zeigte mir einen Caiapi [,] den sie verkauft und den ich nach Ersatz des Ausgelegten von dem Eigenthümer erhielt. Man gab uns einen Jungen mit, der die Gegend kannte und sie daher leichter auffinden könnte. Nachdem wir etwa 1 ½ L[egoa] am linken Ufer des Cañas hinauf geritten waren[,] bemerkten wir in beträchtlicher Ferne, jenseits des Bachs, eine Anzahl Pferde[,] welche meine Begleiter sogleich von verwilderten, welche in der Gegend noch sehr zahlreich sind, unterschieden, und welche die Pferde der Charuas sein mußten. Wir ritten darauf zu und hatten uns nicht geirrt. Vergeblich suchten wir indessen das Lager der Charuas am Bache und im Gebüsch auf, bis wir einen nackten[,] sehr baunen Reiter in der Ferne bemerkten und seiner Spur folgten. Wir fanden etwa 20 Hütten in einem offenen flachen Thale ohne alles Gebüsch[.] Jener Reiter[,] den wir erreicht hatten[,] zeigte uns die Wohnung des Anführers[,] die er El Toldo gr[an]de del S[enho]r Colonel nannte. Die Hütten bestehen aus wenigen Stäben[,]"
"Tiere, Tajazu, Veado, Coronel Bondieu, Personen",1823,,Coronel Bondieu,"Tajazu, Veado",,,,,,,,,,,ZM_S_I_Sellow_Exk_25_3_r__2621,"Schlafmatten einigen Fellen[,] welche sie[,] sobald sie weiter ziehen[,] stets mitnehmen. Ein Paar Gabelstäbe von etwa 5 Fuß Länge werden zuerst 3 – 4 Fuß auseinander in die Erde gesteckt und ein Querstab darüber gelegt. Nach der Windseite hin kommen zwei niedrige Stäbe[,] so daß ein Dach mit starkem Abfall gebildet werden kann. Nach der entgegengesetzten Seite werden von gehöriger Entfernung zu Entfernung noch 3 oder 4 Paar Stäbe eingesetzt[,] ihre Querstäbe drüber befestigt und nur das Dach die Wand nach der Windseite hin, von Matten gebildet von 3 Fuß Breite und 6 bis 8 Fuß Länge[,] welche sie aus Seilen von Pferdehaar und einer Art Cyperus verfertigen[.] Die Halmen werden nur an beiden Enden zusammengefügt[.] Der Boden der Hütte wird mit viereckigen größeren oder kleineren Stücken von Affenhaut belegt[,] auf welche auch wohl noch ein Tiegerfell oder das Fell eines Tajazu oder Veado zu liegen kommt. Alles dieses ist leicht zusammengepackt und weiter geschafft. In einer solchen Hütte fanden wir den Anführer (Coronel Bondieu)[,] ein Mann über die fünfzig[,] von mittlerer Statur und wohlgebildeten[,] man möchte sagen[,] feinen Gesichtszügen[.] Er blieb ruhig auf seinem Tiegerfell sitzen[,] als wir anlangten[,] nöthigte uns aber durch einen Indier[,] welcher spanisch verstand[,] abzusteigen näher zu treten. Ich setzte mich zu ihm und sagte ihm[,] ich käme[,] um ihn zu besuchen[,] seine Leute zu sehen und wo möglich etwas von seiner Sprache[,]"
"Guabiju Holz, Pflanzen, Sarandiholz, Ethnien/Gruppen, Puris",1823,,,,,Puris,,,"Guabiju Holz, Sarandiholz",,,,,,ZM_S_I_Sellow_Exk_25_3_v__2622,"welche ich für sehr interessant hielt[,] zu lernen, und bat ihn, ein Jagdmesser und etwas Taback anzunehmen. Dieses wurde ihm verdolmetscht, worauf er antworten ließ, seine Leute wären jetzt abwesend. Jene Dinge nahm er[,] ohne eine Miene zu verziehen oder etwas darüber zu sagen[.] Ich bat ihn[,] mir Bogen Pfeil und andere Waffen zeigen zu lassen, welches geschah[.] Der Bogen besteht aus Guabiju Holz und hat ganz die Gestalt der Bögen der Puris oder anderer Brasilianer[,] nur ist er kleiner[,] etwa 4 Fuß lang und die Sehne besteht aus Sehnen von Pferden. Die Pfeile etwa 2 Fuß lang; der Schaft aus Sarandiholz , die Spitze von Eisen und lancetförmig, die Feder am Schafte von Adlern, mit Sehnen befestigt. Diese werden in einem flachen Köcher[,] aus roher Ochsenhaut verfertigt, welcher etwa 30 St[ück] fassen kann[,] auf dem Rücken getragen, so daß der Reiter sie leicht über dem Kopf oder die Schultern ergreifen kann. Ihre Lanzen bestehen aus 8 – 10 Fuß langen Schaften mit eisernen Spitzen[,] welche zum Theil aus alten Degenklingen oder Bajoneten verfertigt waren. Die Schleudern bestehen in einer etwa 5 Fuß langen starken Schnur aus Pferdesehnen[,] welche an einem Ende etwa 6 Zoll lang in 3 Theile getheilt ist am anderen einen Knopf von altem Tuch oder d[er]gl[eichen] hat; in jene Tasche wird"
"Tiere, Bolas, Caiapi, Geographische Angaben, Pflanzen, Objekte, Emus, Montevideo, Poncho, Buenos Ayres, Personen, Mate (Yerva)",1823,,Caiapi,Emus,"Bolas, Poncho, Caiapi",,,"Montevideo, Buenos Ayres",Mate (Yerva),,,,,,ZM_S_I_Sellow_Exk_25_4_r__2623,"ein runder Stein von etwa 3 Zoll Durchmesser gelegt und es ist merkwürdig[,] wie weit und wie genau sie damit zu treffen wissen. Ihre Bolas unterscheiden sich nicht von den allgemein im Lande üblichen; allein sie haben[,] um Emus zu erlegen[,] eine Art[,] welche nur aus zwei Kugeln bestehen und kleiner sind als die gewöhnl[ichen] Bolas. Auf einer kleinen Matte, so an die Wand befestigt, daß Dinge darauf liegen konnten[,] sahe man in einer ledernen Tasche einen Aparat Mate (Yerva) zu nehmen und auf dem Boden befanden sich mehrere Kürbisschaalen mit gutem Wasser, sonst bemerkte ich keine Gerätschaften in der Hütte des Anführers. Derselbe war mit einem groben baumwollenen etwas schmutzigen Hemde bekleidet und über dieses trug er eine blaue Jacke mit Tressen[,] wie ein portug[iesischer] Oberst sie trägt, die er in Montevideo erhalten hatte. Die übrigen waren nackt und hatten nur einen Caiapi über die Schultern hängen[,] womit sie gelegentlich die Schamtheile bedeckten[.] Der Caiapi hat die Form eines gemeinen Poncho[,] wird aus weichgerieben langhaarigen Häuten von Füllen mit Nerven von Pferden zusammengenäht und auf der glatten Seite mit gelben[,] braunen[,] weißen Erden und mit Kohle[,] welche mit Affenblut angemacht werden[,] bunt bemahlt. Die Mahlerei ahmt oft die Zeichnung auf den aus Buenos Ayres"
"Dolmetscher, Bolas, Cajapis, Landwirtschaft und Handwerk, Brandwein,  Taback und Yerva, Ponchos, Pulperias, Objekte, Ethnien/Gruppen, Pulperien, Personen, Cabras",1823,,"Cajapis, Cabras",,"Pulperias, Ponchos, Pulperien, Bolas",Dolmetscher,,,,,,,"Brandwein,  Taback und Yerva",,ZM_S_I_Sellow_Exk_25_4_v__2624,"kommenden Ponchos nach. Die bemahlte Seite wird natürlich nach außen gekehrt. Nachdem ich ein[ige] Wörter aufgezeichnet und den Dolmetscher ermüdet hatte, wünschte ich die übrigen Hütten zu sehen. Der Herr Oberst blieb auf seiner Stelle und auch keiner der übrigen fügte sich[,] uns zu begleiten. Sie zerstreuten sich im Gegentheil ein jeder wohin es ihm gefiel. Man sahe in der That wenig Männer; sie waren ausgezogen[,] verwilderte Pferde mit Bolas zu fangen[,] und die Häute abzustreifen, welche sie in den benachbarten Pulperien um Brandwein[,] Taback und Yerva vertauschen. Es fehlt nie an Pulperias[,] welche sich stets in ihrer Nähe aufhalten. Ich sahe mehrere Weiber in Cajapis gehüllt[,] übrigens nackt[,] und eine Anzahl fröhlich umher springender Kinder[,] die Meisten waren sehr dunkel von Farbe und man hätte sie aus der Ferne für Cabras halten können[.] Wir besuchten den Capitain[,] welcher beschäftigt war[,] ein paar Bolas zu verfertigen. Er empfing uns auf ähnliche Art als der Oberst und ließ sich in seiner Arbeit nicht stöhren. Neben ihm lag ein Spiel aus Ochsenhaut verfertigter Karten[,] welche unlängst gebraucht worden waren. Sie waren etwa 6 Zoll lang und 3 ½ Zoll breit[,] die Platten wohl abgeschabt geglättet und die Zeichen Figuren in Nachahmung alter spanischer Karten mit Erdfarben darauf gemahlt[,] welche sich recht gut hielten[.]"
"Emu, Tiere, Baron da Laguna, Sarcocarp, Pflanzen, Landwirtschaft und Handwerk, Ethnien/Gruppen, Pferdefett, Veados brancos, Codornas, Minuaros, Emus, Cynanchium, Veados, Personen",1823,,Baron da Laguna,"Emu, Veados, Emus, Veados brancos, Codornas",,Minuaros,,,"Sarcocarp, Cynanchium",,,,Pferdefett,,ZM_S_I_Sellow_Exk_25_5_r__2625,"Das ganze Spiel mögte über 3 Pfund wiegen. Es kann nur im Arm gemischt werden. Die Frau des Capitains war beschäftigt[,] die unreife Capsel einer Art Cynanchium in Pferdefett zu braten; der Sarcocarp wird gegessen[,] hatte aber für meinen Gaumen einen unangenehmen Geschmack. Viele Federn der Emu lagen bei den Hütten umher und es scheint[,] daß dieser Vogel ihre vorzügliche Nahrung ausmache. Dazu fehlt es ihnen nicht an Veados brancos, Codornas und verwilderten Pferden[,] welche sie dem Rindvieh bei weitem vorziehen. Zur Jagd der Emus und Veados sollen sich eine Anzahl Männer vereinigen[,] das Thier einzufangen und es dann mit Bolas oder auch mit Pfeilen erlegen. Der Cap[ita]m zeigte mir auf mein Ersuchen den Gebrauch der Schleuder. Er zielte auf einen etwa 400 Sch[ritt] entfernten einzelnen Strauch und traf ihn glücklich[,] worauf er aber auch nicht wenig zufrieden mit sich war und mehrere Male pathetisch fragte „Que diz amigo! Que te parece!” Er zeigte mir nun auch sein Patent als Capitain der Minuaros[,] wozu er vom Baron da Laguna ernannt worden war und worauf er sehr stolz zu sein schien. Nur mit Mühe konnte ich ihn bewegen[,] mir zwei Pfeile und eine Schleuder zu verkaufen. Von dem Köcher und den Karten wollte er sich um keinen Preiß trennen, da sie bei dem gegenwärtigen Mangel an verwildertem Rindvieh und"
"Dolmetscher, Zenros, Pulperia, Caiapi, Soldaten, Ethnien/Gruppen, Objekte, Pulperie, Personen",1823,,"Zenros, Caiapi",,"Pulperia, Pulperie","Soldaten, Dolmetscher",,,,,,,,,ZM_S_I_Sellow_Exk_25_5_v__2626,"folglich an Rindshäuten nicht so bald ersetzt werden konnten. Auch war kein einziger reinlicher Caiapi vorhanden[,] den ich hätte einkaufen können. Wir kehrten zur Hütte des Obersten zurück und ich lud den Dolmetscher ein[,] uns zur nächsten Pulperie zu begleiteten[,] wo wir ihn zu erfrischen wünschten, damit er mir desto leichter noch einige Wörter nennen könnte. Als der Oberst dieses hörte[,] wünschte er auch mitzugehen und bald fanden sich noch einige ein[,] die Lust zu einem Glase Brandwein hatten. Pferde waren bald herbei getrieben und das Satteln nahm wenig Zeit ein[,] indem den Pferden statt des Zaumes nur ein schmaler Riemen aus roher Ochsenhaut an den Unterkiefer gebunden wurde[,] womit sie regiert werden. Statt des Sattels diente ein kleines Stück Reh oder Pferdehaut und einige[,] deren Pferde keine Wunden auf dem Rücken hatten[,] saßen selbst ohne diese Decke auf. Ihre Pferde waren größtentheils elend und mager und zeigten deutlich[,] wie schlecht sie von ihren Herren gehalten werden[.] Man sahe eine große Anzahl königl[icher] Pferde (Zenros) größtentheils mit tiefen Wunden auf dem Rücken. Der Zug ging ohne Ordnung vor sich[.] Die Soldaten[,]wie sie sich nannten, ritten bald vor bald hinter ihrem Obersten her[,] wie es ihnen einfiel und es schien überhaupt, als würde auf Rang eben nicht gehalten. In der Pulperia ging es Anfangs"
"Charuas Minuaros, Charua Weiber, Dolmetscher, Mate, Geographische Angaben, Landwirtschaft und Handwerk, Cañas, Pflanzen, Ethnien/Gruppen, Rubus, Spanier und Portugiesen, Brandwein, Chana Chané, Guaranis",1823,,,,,"Charuas Minuaros, Charua Weiber, Dolmetscher, Spanier und Portugiesen, Chana Chané, Guaranis",,Cañas,Rubus,,,,"Mate, Brandwein",,ZM_S_I_Sellow_Exk_25_6_r__2627,"ruhig her. Man trank die Reihe herum ich konnte noch einige Wörter aufzeichnen. Bald aber wurden die Gäste zudringlicher und unangenehm. Der Oberst[,] als er gegessen und eine nicht geringe Portion Brandwein getrunken hatte[,] bat mich noch um etwas Mate[,] die ich ihm geben ließ[.] Dann stieg er auf sein Pferd und ritt ohne ein Weiteres allein davon. Die übrigen verlangten immer mehr zu trinken und wurden darauf mir lästiger[,] weshalb auch ich vor Eintritt der Dunkelheit nach meinen Karren zurückkehrte. Auf dem Wege begegnete ich einigen Charua Weiber[,] welche beschäftigt gewesen waren von den Ufern des Cañas Rubus [Beeren] einzusammeln und jede trug ein Bündel von 2 bis 3 Pfund Zwiefeln. Unter den Charuas Minuaros sollen sich mehrere Guaranis[,] von den Missionen her sogar Spanier und Portugiesen befinden[,] welche[,] entweder um der Justitz zu entwischen[,] sich unter dieselben begeben oder weil sie die Lebensart derselben einer ordentlichen Haushaltung und einiger Arbeit vorziehen. Der Dolmetscher unter andern schien ein großer Umherstreicher zu sein[,] denn er verstand außer die Sprache der Charuas Minuaros die Guarani Sprache recht gut spanisch[,] in etwas portugiesisch und konnte auch viele Wörter der Chana Sprache. Der Cap[ita]m redete auch ziemlich gut spanisch."
"Buricá , Geographische Angaben,   Dayman, Ethnien/Gruppen, Portugiesen, jupi , Charuas, Personen, Laureles, Don Diego de Sousa",1823,,"Don Diego de Sousa, jupi ",,,"Charuas, Portugiesen",,"Buricá ,   Dayman, Laureles",,,,,,,ZM_S_I_Sellow_Exk_25_6_v,"Die Anzahl der in der Provinz vorhandenen Charuas soll sich indessen nicht auf mehr als etwa 200 Mann belaufen. An den Ufern des Laureles[,] eines in den gehenden Bachs[,] ließ D[o]n Diego de Sousa eine beträchtl[iche] Anzahl derselben niederwerfen. Am Buricá jupi brachten sie listigerweise einen Trupp Portugiesen um."
"Schörlkrystallen, Dammerde, Kies, Maßeinheiten, Amethyst Chrysopras, Lachter, Alumina, Schwefelkies, Kupferoxyd, Glimmer, Gesteine/Minerale, Quarzkrystalle, Quarzfels, Drusenräumen, Feldspat, Halbgranit, Quarzkristalle, Granit, Quarzgängen, Glimmerschschiefer, Geographische Angaben, Cerro do Roque, Rio Grande do Sul, Quarz, Glimmerschiefer",1825,,,,,,,"Cerro do Roque, Rio Grande do Sul",,"Schörlkrystallen, Dammerde, Kies, Amethyst Chrysopras, Alumina, Schwefelkies, Kupferoxyd, Glimmer, Quarzkrystalle, Quarzfels, Drusenräumen, Feldspat, Halbgranit, Quarzkristalle, Granit, Quarzgängen, Glimmerschschiefer, Quarz, Glimmerschiefer",,Lachter,,,ZM_S_I_Sellow_Exk_02_01_r__2317,"1041 Rio Grande do Sul 1825 S. 62 Der C[err]o do Roque ist ein kurzer in der 2ten St[unde] gestreckter Rücken. Seine Hauptgebirgsart ist kleinkörniger Granit mit blaß fleischfarbenen Feldsp[at], gräul[ichem] Quarz und weißem grünlich großschuppigem Glimmer, ziemlich klein rhomboidal zerklüftet, oft etwas gneusartig[,] da er reich an Al[umin]a ist und beträchtlich verwittert. An seinen beiden festen Punkten wird er von starken Quarzgängen[,] welche in der 11ten St[unde][,] der höchste h 10,2 [,] streichen[,] durchsetzt. Dieser Quarz ist häufig feindrüsig und zellig zerfressen. In den Drusenräumen zeigt sich der Quarz oft sogar sternförmig krystallisirt. Auf dem vom höchsten Punkte S[üdlich] gelegenen, etwa 40 [Zoll] niedrigen Gange kommt ziemlich häufig Schwefelkies vor. Oft ist er schwarz-stahlfarben[,] oft umgiebt stahlfarbener einen messinggelben Kern, zuweilen ist er goldgelb[,] zuweilen mit Grünlichem und Silberfarbenem; auf diesem Gange kommen auch die schönsten und feinsten Quarzkristalle vor. Selten zeigt sich Amethyst Chrysopras. Die Quarzkrystalle sind meist braun überlegt[,] oft sind sie durch Eisen topasfarbig. Der Kies zuweilen traubig. An einem Stücke sah ich blaß bläulich grünes Kupferoxyd? Als langer mit stockförmiger Erweiterung, wie es scheint, kommt feinkörniger Halbgranit darin vor, in kammartiger Hervorragung, manchmal so innig der Feldsp[at] und Quarz gemengt, dass man einen hornsteinartigen Quarzfels zu sehen glaubt. Kuppenf[örmig] aufgesetzt war es wohl nicht[,] da [ich] in der Nähe desselben ein Granit sah[,] der Gl[imme]r[,] wiewohl etwas plötzlich[,] zurückzog, und die Massen selten über 3 Lachter Mächtigkeit zeigten. An einer Stelle lagen die Rhomben desselben mit ihren längeren Diagon[alen] in h 8., und dieselbe Richtung hält der ganze Kamm. Der Granit selbst ist gewiß nicht geschichtet. Am öst[lichen] Abhang des Berges bald unter der Kuppe streicht ein Lager von Glimmerschiefer in h. 2 – 3 – 3.4. herauf. Es ist bald ein vollkommener Gl[imm]ersch[schiefer], bald schwache Lager von Quarz[,] durch sehr zahrte Lagen Glimmer gesondert und stets reich besonders auf den Absonderungsflächen an feinen fast haarförmigen Schörlkrystallen[.] Der Berg ist[,] wenige Stellen ausgenommen[,] mit feuchter Dammerde bedeckt, wodurch man auch gehindert wird[,] die Mächtigk[eit] dieses Berges zu sehen, das jedoch schwerlich über 10 Lachter mächtig sein mag[.] An Stellen ist dieser Gl[imm]ersch[iefer] 70 ° nach W eingeschossen; stets ist er klein verklüftet."
"Cerro, Tabatingahy, Schörlkrystallen, Objekte, Grundgebirge, Glimmerschieferlagen, Schörl, sandiger Lehmen, Personen, eisenschüssigen kleinkörnigen lockerem Sandstein, Conglomerat, Schörlgranit, Glimmer, Gesteine/Minerale, Lehmens, Feldspat, weißen Thon, Campo, Juão   Marios Vieira, Granit, Arroyo dos Ratos, Brandschieferlagen, Sandstein, Geographische Angaben, Schörlkrystalle, Cabivari, Quarz, Granits, Geschiebe, Luiz, Rauchquarz, Glimmerschiefer",1825,,"Juão   Marios Vieira, Luiz",,Campo,,,"Cerro, Tabatingahy, Cabivari, Arroyo dos Ratos",,"Schörlkrystallen, Grundgebirge, Glimmerschieferlagen, Schörl, sandiger Lehmen, eisenschüssigen kleinkörnigen lockerem Sandstein, Conglomerat, Schörlgranit, Glimmer, Lehmens, Feldspat, weißen Thon, Granit, Brandschieferlagen, Sandstein, Schörlkrystalle, Quarz, Granits, Geschiebe, Rauchquarz, Glimmerschiefer",,,,,ZM_S_I_Sellow_Exk_02_01_v__2318,"Geht man vom C[err]o west[lich] nach dem Ar[roy]o dos Ratos zu[,] der 12. vom höchsten Punkt entfernt ist[,] und dort nach h 2 N abgeht über ähnlichen Granit als vom Gipfel und noch einige mal über Glimmersch[iefer]lagen. Nach ¼ St[unde] ungefähr zeigt sich der Granit übergemengt mit Schörl[,] dessen Kryst[alle] fein im feinkörnigen sind, den kleingrößerkörnigen in unbestimmer Ordnung zu umlagern scheint, und klein größer im größer Körnigem wo der Gl[immer]sch[iefer] sich angehäuft od. Nester bildet [,] da stößt man auf die schönsten und meisten Schörlkrystalle. Ein Bach [,] der N.O[lich] vom Hause des Luiz nach O in den Ar[roy]o dos Ratos abgeht [,] bringt den Schörlgranit sehr schön zu Tage. Als Geschiebe finden sich in diesem Bache schöne Stück von Rauchquarz[,] der nicht selten Regenbogenfarben zeigt[,] grauer Quarz mit großen Schörlkrystallen. Einige hundert Schritte SO[lich] vom Hause in einer Schlucht in einem Abzuge[,] der in h. 5 nach NO geht[,] zeigt sich der Schörlgranit völlig verwittert und ohne allen Zusammenhang gerade so aufgelößt als er auf dem Campo zwischen Cabivari und Tabatingahy auf dem Campo von Juão Marios Vieira vorkommt, unter den Brandschieferlagen. Der Feldsp[at] ist in einen weißen Thon verwandelt, der Glimmer frisch weiß, ziemlich großschuppig[,] der Schörl schon zerreiblich. Die Oberfläche dieses verwitterten Steins zeigt sich äußerst uneben[,] doch über demselben liegt nur eine Kruste verhärteter sandiger eisenschüssiger Thon, dieser folgt natürlich den verschiedenen Krümmungen der Oberfläche des Granits; meistens ist diese Lage nur einige Linien, zuweilen einige Zolle, stark, oft fehlt sie ganz. Dem folgt sandiger Lehmen von sehr verschiedener Mächtigkeit, je nachdem das Grundgebirge höher od. tiefer falle. Die oberen Schichten des Lehmens sind mit Brocken von eisenschüssigen kleink[örnigen] lockerem Sandst[ein] gemengt[,] der an Stellen eben auch eine söhlige[,] aber zerbrochene Kruste bildet. Man sieht Stücke von 4'' bis 1' Mächtigkeit. Dieser Sandst[ein] zeigt sich an Stellen als Conglomerat."
"Capãos, Objekte, Thon, Krankheit (Gicht, Weizen, Arzt, Felder beackerten Bodens, Baumwolle, Schafszucht, Gesteine/Minerale, Chacaras, verwitterten Granit, Herval., Orangenbäume, Medizin, Serra do Herval, Mandioca   Baumwolle, Ackerbauer, Negerin mit einer Kette, Mandiocabau, poröse eisenschüssige Sandstein, Geographische Angaben, Landwirtschaft und Handwerk,  Francisquirho Francesquino, Ethnien/Gruppen, Venda, Schörlgranit, Weizenbau, Gerölle von Quarz",1825,"Arzt, Krankheit (Gicht",,,"Chacaras, Venda, Capãos, Herval.",Negerin mit einer Kette,," Francisquirho Francesquino, Serra do Herval",,"Gerölle von Quarz, poröse eisenschüssige Sandstein, Thon, Schörlgranit, verwitterten Granit",,,"Orangenbäume, Felder beackerten Bodens, Mandioca   Baumwolle, Ackerbauer, Mandiocabau, Weizenbau, Baumwolle, Schafszucht, Weizen",,ZM_S_I_Sellow_Exk_02_02_r__2319,"In einer anderen Schlucht in der Nachbarschaft, welche ihr Wasser nach den Francisquirho sendet, zeigt sich dasselbe Strukturverhälniß des Bodens. Der poröse eisenschüssige Sandst[ein] erscheint also auch hier ein sehr spätes Gebilde. Aber [auf] jener unmittelbar auf dem verwitterten Granit gelagerten Kruste trifft man meistens 2 – 3'' hoch Gerölle von Quarz u.s.w. Die Gegend hier herum scheint vorzüglich fruchtbar zu sein. Mandioca Baumwolle gedeihen gut. Man fängt an sich stark auf Mandiocabau zu legen[,] da der Weizen seit 8 Jahren nicht mehr geräth; früher war hier reiner Weizenbau. Die Baumwolle stirbt zwar ab an den Spitzen[,] aber doch nie bis auf die Wurzeln, in folge starker Winter. Es sollen hier herum an 30 beträchtl[liche] Chacaras liegen[,] was ohne Zweifel dem guten Boden zuzuschreiben[,] den der verwitterte Schörlgranit abgiebt[,] und die Ackerbauer leichter anlockt als der rothbräunliche Thon[,] den wir auf den früheren Tagesreisen sahen. Man sahe beträchtliche Felder beackerten Bodens. Bei einigen Häusern zeigten sich schöne schon alte Orangenbäume[.] Unser Wirth schien ein etwas roher Patron und nicht viel besser als er einige seiner Nachbarn[,] die wir zu sehen bekamen. Seine ersten Worte mit uns waren über sein Krankheit (Gicht), als er gehört hatte[,] es komme ein Arzt mit uns; er drückte sich mit der größten Schamhaftigkeit über Handlungen aus[,] welche gesittete Menschen verschwiegen lassen. Sein Haus hatte 3 Zimmer[,] das mittlere als Saal war das allgemeine, hier lag eine Negerin mit einer Kette an einem großen Klotze, weil sie schon mehrere Male davongelaufen war. Das eine Seitenzimmer bewohnte der Hausherr ausschließlich, das andere[,] eine ehemalige Venda [,] wurde uns eingeräumt. Fenster waren im ganzen Hause nicht, nur 3 Thüren nach vorn und eine nach hinten hinaus. Statt der Küche diente eine kleine Strohhütte im Hofraum. Die westlichsten Bergzüge des S[err]a do Herval, welche hier in der 2ten Stunde zu streichen scheinen, sind von Waldung entblößt, erst östlicher kommen Capãos und waldige Abhänge vor. Die hiesige Gegend ist schon arm an Baumholz, selbst an Feuerholz, Ersteres Bretter holt man aus dem Herval. Jene Vorberge scheinen zur Schafszucht sehr vorzüglich. Ein Alter hier aus der Nachbarschaft rühmte die"
